person_id,publication_id,author_position,raw_author_name,is_corresponding,sort_order
A5048071608,W2168420558,middle,Vladimir Benes,0,1
A5025552110,W2168420558,middle,Jeremy A Garson,0,2
A5004924184,W2168420558,middle,Jan Hellemans,0,3
A5052898193,W2168420558,middle,Jim Huggett,0,4
A5048562587,W2168420558,middle,Mikael Kubista,0,5
A5004474974,W2168420558,middle,Reinhold Mueller,0,6
A5110679900,W2168420558,middle,Tania Nolan,0,7
A5032653169,W2168420558,middle,Michael W Pfaffl,0,8
A5112455318,W2168420558,middle,Gregory L Shipley,0,9
A5086580140,W2168420558,middle,Jo Vandesompele,0,10
A5051507868,W2168420558,last,Carl T Wittwer,0,11
A5020575969,W2116404316,first,William T Friedewald,1,0
A5104194836,W2116404316,middle,Robert I Levy,0,1
A5114008161,W2116404316,last,Donald S Fredrickson,0,2
A5031152245,W2163605009,first,Alex Krizhevsky,1,0
A5006446297,W2163605009,middle,Ilya Sutskever,0,1
A5108093963,W2163605009,last,Geoffrey E. Hinton,0,2
A5043872671,W2173213060,first,Jeffrey Dean,1,0
A5012998255,W2173213060,last,Sanjay Ghemawat,0,1
A5062440435,W2085261163,first,Martin A. Fischler,1,0
A5019197436,W2085261163,last,Robert C. Bolles,0,1
A5019751186,W2007395042,first,G. Kresse,1,0
A5062208820,W2007395042,last,J. Furthmüller,0,1
A5044396726,W2168452204,first,I.F. Akyildiz,0,0
A5019149002,W2168452204,middle,W. Su,1,1
A5109880568,W2168452204,middle,Y. Sankarasubramaniam,0,2
W2168452204-person-3,W2168452204,last,E. Cayirci,0,3
A5004700865,W2066636486,first,Sergey Brin,0,0
A5115597907,W2066636486,last,Lawrence Page,1,1
W2107031757-person-0,W2107031757,first,"Cohen, Jacob 1923-1998",1,0
A5109116024,W2011301426,first,John D. Hunter,1,0
A5001390698,W2170899200,first,Richard M. Ryan,1,0
A5004154542,W2170899200,last,Edward L. Deci,0,1
A5046764771,W2324392187,first,Nicholas T. Longford,1,0
A5091405146,W2324392187,middle,Anthony S. Bryk,0,1
A5112799992,W2324392187,last,Stephen W. Raudenbush,0,2
A5013949250,W2000117884,first,Carolyn Ellis,1,0
A5108589982,W2000117884,middle,Anselm Strauss,0,1
A5002394578,W2000117884,last,Juliet Corbin,0,2
A5051192450,W2005061283,first,Rose M. Brewer,1,0
A5006360782,W2005061283,last,Patricia Hill Collins,0,1
A5007410239,W2059334100,first,Clifford C. Clogg,1,0
A5047232270,W2059334100,last,Kenneth A. Bollen,0,1
A5096747841,W1550621568,first,Jackson Kytle,1,0
A5110910530,W1550621568,last,Albert Bandura,0,1
A5040320731,W1986215651,first,Alejandro R. Jadad,1,0
A5029049881,W1986215651,middle,R.Andrew Moore,0,1
A5110209862,W1986215651,middle,Dawn Carroll,0,2
A5019081174,W1986215651,middle,Crispin Jenkinson,0,3
A5110050601,W1986215651,middle,D.John M. Reynolds,0,4
A5003271159,W1986215651,middle,David J. Gavaghan,0,5
A5109039984,W1986215651,last,Henry J. McQuay,0,6
A5032305781,W2107328434,first,Rebecca DerSimonian,1,0
A5107379548,W2107328434,last,Nan Laird,0,1
A5038322549,W2025371271,first,M. Dominici,1,0
A5083176335,W2025371271,middle,K. Le Blanc,0,1
A5111980735,W2025371271,middle,I. Mueller,0,2
A5074749952,W2025371271,middle,I. Slaper-Cortenbach,0,3
A5103278389,W2025371271,middle,F.C Marini,0,4
A5004477857,W2025371271,middle,D.S. Krause,0,5
A5109227733,W2025371271,middle,R.J. Deans,0,6
A5050723566,W2025371271,middle,A. Keating,0,7
A5111438783,W2025371271,middle,D.J. Prockop,0,8
A5052595717,W2025371271,last,E.M. Horwitz,0,9
W2964015378-person-0,W2964015378,first,"Chen, Tianyu",1,0
W2964015378-person-1,W2964015378,middle,"Wang, Zeyu",0,1
W2964015378-person-2,W2964015378,middle,"Li, Lin",0,2
W2964015378-person-3,W2964015378,middle,"Li, Ding",0,3
W2964015378-person-4,W2964015378,middle,"Li, Zongyang",0,4
W2964015378-person-5,W2964015378,middle,"Chang, Xiaoning",0,5
W2964015378-person-6,W2964015378,middle,"Bian, Pan",0,6
W2964015378-person-7,W2964015378,middle,"Liang, Guangtai",0,7
W2964015378-person-8,W2964015378,middle,"Wang, Qianxiang",0,8
W2964015378-person-9,W2964015378,last,"Xie, Tao",0,9
A5034285513,W2139212933,first,Christopher J.C. Burges,1,0
A5003452701,W2127218421,first,James B. MacQueen,1,0
A5076671393,W2148080316,first,Jeroen S. Kok,1,0
A5103688270,W2148080316,middle,Ina J. Berg,0,1
A5062503784,W2148080316,last,Erik J.A. Scherder,0,2
A5011127007,W2160234571,first,D. R. Matthews,1,0
A5109876993,W2160234571,middle,J. P. Hosker,0,1
A5109988286,W2160234571,middle,A. S. Rudenski,0,2
A5048895008,W2160234571,middle,B. A. Naylor,0,3
A5072282052,W2160234571,middle,D. F. Treacher,0,4
A5109731978,W2160234571,last,R. C. Turner,0,5
W4385245566-person-0,W4385245566,first,"Jakubův, Jan",1,0
W4385245566-person-1,W4385245566,middle,"Chvalovský, Karel",0,1
W4385245566-person-2,W4385245566,middle,"Goertzel, Zarathustra",0,2
W4385245566-person-3,W4385245566,middle,"Kaliszyk, Cezary",0,3
W4385245566-person-4,W4385245566,middle,"Olšák, Mirek",0,4
W4385245566-person-5,W4385245566,middle,"Piotrowski, Bartosz",0,5
W4385245566-person-6,W4385245566,middle,"Schulz, Stephan",0,6
W4385245566-person-7,W4385245566,middle,"Suda, Martin",0,7
W4385245566-person-8,W4385245566,last,"Urban, Josef",0,8
W2964121744-person-0,W2964121744,first,"Chen, Kuan-Lin",1,0
W2964121744-person-1,W2964121744,last,"Schulman, Rebecca",0,1
A5019081674,W2965373594,first,"Armaselu, Florentina",1,0
A5076248976,W2965373594,middle,"Apostol, Elena-Simona",0,1
W2965373594-person-2,W2965373594,middle,"Khan, Anas Fahad",0,2
A5006191011,W2965373594,middle,"Liebeskind, Chaya",0,3
A5108202364,W2965373594,middle,"McGillivray, Barbara",0,4
A5051064208,W2965373594,middle,"Truică, Ciprian-Octavian",0,5
A5024311574,W2965373594,last,"Valūnaitė Oleškevičienė, Giedrė",0,6
W2896457183-person-0,W2896457183,first,"Holter, Ole Magnus",1,0
W2896457183-person-1,W2896457183,last,"Ell, Basil",0,1
W3165656738-person-0,W3165656738,first,"Martínez González, Marina",1,0
A5110062251,W2139416101,first,Steven J. Phillips,1,0
A5088966095,W2139416101,middle,Robert P. Anderson,0,1
A5084108666,W2139416101,last,Robert E. Schapire,0,2
A5053050215,W4229954146,first,William H. Baltosser,1,0
A5039896953,W4229954146,last,Jerrold H. Zar,0,1
A5113931380,W2117178635,first,Whitney K. Newey,1,0
A5108774719,W2117178635,last,Kenneth D. West,0,1
A5047040699,W2110603299,first,Robert F. Engle,1,0
A5110206207,W2110603299,last,C. W. J. Granger,0,1
A5047040699,W1979575715,first,Robert F. Engle,1,0
A5103455390,W2108818539,first,Halbert White,1,0
A5111995000,W3011865677,first,Daniel Kahneman,1,0
A5000234995,W3011865677,last,Amos Tversky,0,1
A5107928200,W2139122730,first,James J. Heckman,1,0
A5108206606,W2112352537,first,J. A. Hausman,1,0
A5105834520,W2178225550,first,C. W. J. Granger,1,0
A5112823798,W2318680928,first,Henry B. Mann,1,0
A5048382598,W2015930340,first,R. H. Coase,1,0
A5030084342,W1736209534,first,Robert V. Krejcie,1,0
A5053138941,W1736209534,last,Daryle W. Morgan,0,1
A5013165905,W2053154970,first,Jacob Cohen,1,0
A5111444104,W2140369176,first,LEE S. SHULMAN,1,0
A5028557596,W2332086916,first,David W. Tarbet,1,0
W2332086916-person-1,W2332086916,middle,Michael Foucault,0,1
A5039244906,W2332086916,last,Alan Sheridan,0,2
A5045934263,W1570448133,first,"Witten, Ian H. 1947-",1,0
A5059992863,W1570448133,middle,"Frank, Eibe",0,1
A5065290010,W1570448133,last,"Hall, Mark A.",0,2
A5086988987,W2085491458,first,J COLEMAN,1,0
A5065086376,W2115755118,first,"Mallat, Stéphane G.",1,0
A5091829898,W2120644786,first,T.J. White,1,0
A5083628552,W2120644786,middle,T. Bruns,0,1
A5100666686,W2120644786,middle,S. Lee,0,2
A5103131567,W2120644786,last,J. Taylor,0,3
W2163815564-person-0,W2163815564,first,"Paxinos, George",1,0
W2163815564-person-1,W2163815564,last,"Watson, Charles",0,1
A5088798234,W2036897871,first,Marcel Martin,1,0
W4392145873-person-0,W4392145873,first,"Ndiaye, Matar",1,0
W4392145873-person-1,W4392145873,middle,"Lespez, Laurent",0,1
W4392145873-person-2,W4392145873,middle,"Tribolo, Chantal",0,2
W4392145873-person-3,W4392145873,middle,"Rasse, Michel",0,3
W4392145873-person-4,W4392145873,middle,"Hadjas, Irka",0,4
W4392145873-person-5,W4392145873,middle,"Davidoux, Sarah",0,5
W4392145873-person-6,W4392145873,middle,"Huysecom, Éric",0,6
W4392145873-person-7,W4392145873,last,"Douze, Katja",0,7
A5050027372,W75231382,first,Stefano Schiavon,1,0
A5082425702,W75231382,last,Roberto Zecchin,0,1
A5021051472,W2905811773,first,Joseph F. Hair,1,0
A5064459167,W2905811773,middle,Jeffrey J. Risher,0,1
A5053369574,W2905811773,middle,Marko Sarstedt,0,2
A5087109003,W2905811773,last,Christian M. Ringle,0,3
A5109832285,W2019607817,first,E.A. Eisenhauer,1,0
A5109907671,W2019607817,middle,P. Therasse,0,1
A5080354461,W2019607817,middle,J. Bogaerts,0,2
A5058825770,W2019607817,middle,L.H. Schwartz,0,3
A5023299002,W2019607817,middle,D. Sargent,0,4
A5050157175,W2019607817,middle,R. Ford,0,5
A5015598221,W2019607817,middle,J. Dancey,0,6
A5109228194,W2019607817,middle,S. Arbuck,0,7
A5112904642,W2019607817,middle,S. Gwyther,0,8
A5061822229,W2019607817,middle,M. Mooney,0,9
A5033078993,W2019607817,middle,L. Rubinstein,0,10
A5012218905,W2019607817,middle,L. Shankar,0,11
A5020333045,W2019607817,middle,L. Dodd,0,12
A5053919588,W2019607817,middle,R. Kaplan,0,13
A5103260191,W2019607817,middle,D. Lacombe,0,14
A5024516181,W2019607817,last,J. Verweij,0,15
A5080262061,W2116475791,first,Andreas Stang,1,0
A5043185084,W2076452041,first,A. Charnes,1,0
A5109004846,W2076452041,middle,W.W. Cooper,0,1
A5109860375,W2076452041,last,E. Rhodes,0,2
A5090908474,W2125078269,first,M. R. Miller,0,0
A5064881563,W2125078269,middle,J. Hankinson,0,1
A5006490204,W2125078269,middle,V. Brusasco,1,2
A5068924079,W2125078269,middle,F. Burgos,0,3
A5058532986,W2125078269,middle,R. Casaburi,0,4
A5015115712,W2125078269,middle,A. Coates,0,5
A5111812427,W2125078269,middle,R. Crapo,0,6
A5111705720,W2125078269,middle,P. Enright,0,7
A5031539199,W2125078269,middle,C. P. M. van der Grinten,0,8
A5062546643,W2125078269,middle,P. Gustafsson,0,9
A5113699779,W2125078269,middle,R. Jensen,0,10
A5005301051,W2125078269,middle,D. C. Johnson,0,11
A5017266669,W2125078269,middle,N. MacIntyre,0,12
A5045810064,W2125078269,middle,R. McKay,0,13
A5069972127,W2125078269,middle,D. Navajas,0,14
A5102985030,W2125078269,middle,O. F. Pedersen,0,15
A5022656140,W2125078269,middle,R. Pellegrino,0,16
A5000913865,W2125078269,middle,G. Viegi,0,17
A5112098275,W2125078269,last,J. Wanger,0,18
A5037182479,W2133766618,first,Simon Phelan,1,0
A5110931656,W2030966943,first,Joseph Felsenstein,1,0
A5110931656,W4254275792,first,Joseph Felsenstein,1,0
A5110903563,W1997476591,first,B. S. Weir,1,0
A5038410960,W1997476591,last,C. Clark Cockerham,0,1
A5052677693,W2038600245,first,Mary McIntosh,1,0
A5074092725,W2038600245,last,Judith Butler,0,1
A5054380367,W3146083582,first,Donna Haraway,1,0
A5018956008,W2129660502,first,Greg Guest,1,0
A5044347523,W2129660502,middle,Arwen Bunce,0,1
A5011356886,W2129660502,last,Laura Johnson,0,2
A5011176205,W4292363360,first,Stephen Boyd,1,0
W4292363360-person-1,W4292363360,middle,Neal Parikh,0,1
W4292363360-person-2,W4292363360,middle,Eric Chu,0,2
W4292363360-person-3,W4292363360,middle,Borja Peleato,0,3
W4292363360-person-4,W4292363360,last,Jonathan Eckstein,0,4
A5058810725,W2012991711,first,Roberta Re,0,0
A5062394387,W2012991711,middle,Nicoletta Pellegrini,0,1
A5023455192,W2012991711,middle,Anna Proteggente,0,2
A5004561815,W2012991711,middle,Ananth Pannala,0,3
A5088968470,W2012991711,middle,Min Yang,0,4
A5081513258,W2012991711,last,Catherine Rice-Evans,1,5
A5038199341,W1980564456,first,Krassimir T. Atanassov,1,0
W2010094123-person-0,W2010094123,first,Offered The,1,0
W2010094123-person-1,W2010094123,middle,Garry R. Buettner,0,1
W2010094123-person-2,W2010094123,middle,Ph. D,0,2
W2010094123-person-3,W2010094123,middle,Larry W. Oberley,0,3
W2010094123-person-4,W2010094123,middle,Ph. D,0,4
W2010094123-person-5,W2010094123,middle,Drs Freya,0,5
W2010094123-person-6,W2010094123,middle,Q Schafer,0,6
W2010094123-person-7,W2010094123,middle,Douglas R. Spitz,0,7
W2010094123-person-8,W2010094123,middle,Frederick E. Domann,0,8
W2010094123-person-9,W2010094123,middle,Nadph Oxidase,0,9
W2010094123-person-10,W2010094123,middle,Free Radical,0,10
W2010094123-person-11,W2010094123,middle,Biology Owens,0,11
W2010094123-person-12,W2010094123,last,Kjerstin M. Owens,0,12
A5051388103,W2098126593,first,Jonathan K Pritchard,1,0
A5036504609,W2098126593,middle,Matthew Stephens,0,1
A5077722090,W2098126593,last,Peter Donnelly,0,2
A5109352890,W2051978340,first,Sue Richards,1,0
A5023488789,W2051978340,middle,Nazneen Aziz,0,1
A5060138620,W2051978340,middle,Sherri Bale,0,2
A5051040365,W2051978340,middle,David Bick,0,3
A5101858681,W2051978340,middle,Soma Das,0,4
A5006908499,W2051978340,middle,Julie Gastier-Foster,0,5
A5113656961,W2051978340,middle,Wayne W. Grody,0,6
A5041071963,W2051978340,middle,Madhuri Hegde,0,7
A5108794005,W2051978340,middle,Elaine Lyon,0,8
A5057599208,W2051978340,middle,Elaine Spector,0,9
A5044060554,W2051978340,middle,Karl Voelkerding,0,10
A5014144046,W2051978340,last,Heidi L. Rehm,0,11
A5049770701,W2179438025,first,Michael I Love,1,0
A5029601108,W2179438025,middle,Wolfgang Huber,0,1
A5022280742,W2179438025,last,Simon Anders,0,2
A5068576885,W2133856765,first,Nicola Segata,1,0
A5034600868,W2133856765,middle,Jacques Izard,0,1
A5052283192,W2133856765,middle,Levi Waldron,0,2
A5081647956,W2133856765,middle,Dirk Gevers,0,3
A5078340083,W2133856765,middle,Larisa Miropolsky,0,4
A5091604970,W2133856765,middle,Wendy S Garrett,0,5
A5008844345,W2133856765,last,Curtis Huttenhower,0,6
A5022280742,W2152239989,first,Simon Anders,1,0
A5029601108,W2152239989,last,Wolfgang Huber,0,1
A5009556658,W2124985265,first,Ben Langmead,1,0
A5016854384,W2124985265,middle,Cole Trapnell,0,1
A5064979917,W2124985265,middle,Mihai Pop,0,2
A5010384159,W2124985265,last,Steven L Salzberg,0,3
A5007650371,W2171808845,first,Yong Zhang,0,0
A5100338122,W2171808845,middle,Tao Liu,0,1
A5021521447,W2171808845,middle,Clifford A Meyer,0,2
A5091827744,W2171808845,middle,Jérôme Eeckhoute,0,3
A5027931169,W2171808845,middle,David S Johnson,0,4
A5058470461,W2171808845,middle,Bradley E Bernstein,0,5
A5049581540,W2171808845,middle,Chad Nusbaum,0,6
A5016212527,W2171808845,middle,Richard M Myers,0,7
A5033532061,W2171808845,middle,Myles Brown,0,8
A5100318082,W2171808845,middle,Wei Li,1,9
A5045575546,W2171808845,last,X Shirley Liu,0,10
A5086580140,W1577577364,first,Jo Vandesompele,1,0
A5034282785,W1577577364,middle,Katleen De Preter,0,1
A5072598822,W1577577364,middle,Filip Pattyn,0,2
A5057368279,W1577577364,middle,Bruce Poppe,0,3
A5015213142,W1577577364,middle,Nadine Van Roy,0,4
A5106426567,W1577577364,middle,Anne De Paepe,0,5
A5108489684,W1577577364,last,Frank Speleman,0,6
A5113587209,W2138522501,first,S.-s. Sun,1,0
A5016983675,W2138522501,last,W. F. McDonough,0,1
A5035950418,W2167311298,first,Sebastiaan T.M. Peek,1,0
A5059909558,W2167311298,middle,Katrien G. Luijkx,0,1
A5084320362,W2167311298,middle,Maurice D. Rijnaard,0,2
A5059169253,W2167311298,middle,Marianne E. Nieboer,0,3
A5075307649,W2167311298,middle,Claire S. van der Voort,0,4
A5083247761,W2167311298,middle,Sil Aarts,0,5
A5005516164,W2167311298,middle,Joost van Hoof,0,6
A5001877044,W2167311298,middle,Hubertus J.M. Vrijhoef,0,7
A5009640664,W2167311298,last,Eveline J.M. Wouters,0,8
A5047366834,W2008854521,first,Maarit Kangas,1,0
A5057877217,W2008854521,middle,Raija Korpelainen,0,1
A5043520931,W2008854521,middle,Irene Vikman,0,2
A5068408229,W2008854521,middle,Lars Nyberg,0,3
A5053956008,W2008854521,last,Timo Jämsä,0,4
A5060959562,W2073775990,first,P. A. Cundall,1,0
A5009890068,W2073775990,last,O. D. L. Strack,0,1
A5111444104,W2153000380,first,Lee Shulman,1,0
A5003220133,W2254735081,first,Urie Bronfenbrenner,1,0
W2473786944-person-0,W2473786944,first,,1,0
A5063609461,W2149868499,first,Sarah Lewis,1,0
A5072009257,W2157300266,first,Leon Festinger,1,0
A5113631634,W2142635246,first,H. Akaike,1,0
A5088394271,W2126105956,first,K. Deb,1,0
A5003443596,W2126105956,middle,A. Pratap,0,1
A5110225207,W2126105956,middle,S. Agarwal,0,2
A5066045362,W2126105956,last,T. Meyarivan,0,3
A5100420313,W2133665775,first,Zhou Wang,1,0
A5075463806,W2133665775,middle,A.C. Bovik,0,1
A5112664269,W2133665775,middle,H.R. Sheikh,0,2
A5080476548,W2133665775,last,E.P. Simoncelli,0,3
A5065355421,W4250955649,first,D.L. Donoho,1,0
A5072495084,W2145096794,first,E.J. Candes,1,0
A5108137552,W2145096794,middle,J. Romberg,0,1
A5066728260,W2145096794,last,T. Tao,0,2
A5055073921,W2122111042,first,T. Cover,1,0
A5091275445,W2122111042,last,P. Hart,0,1
A5082984558,W2165698076,first,Sinno Jialin Pan,1,0
A5100636286,W2165698076,last,Qiang Yang,0,1
W2121863487-person-0,W2121863487,first,"Sutton, Richard S",1,0
W2121863487-person-1,W2121863487,last,"Barto, Andrew G",0,1
A5004923102,W4214717370,first,R.S. Sutton,1,0
A5113708591,W4214717370,last,A.G. Barto,0,1
A5103273466,W2412782625,first,Liang-Chieh Chen,1,0
A5034294456,W2412782625,middle,George Papandreou,0,1
A5077035803,W2412782625,middle,Iasonas Kokkinos,0,2
A5002713363,W2412782625,middle,Kevin Murphy,0,3
A5086706224,W2412782625,last,Alan L. Yuille,0,4
A5100824251,W639708223,first,Shaoqing Ren,1,0
A5100700361,W639708223,middle,Kaiming He,0,1
A5049246408,W639708223,middle,Ross Girshick,0,2
A5101425421,W639708223,last,Jian Sun,0,3
A5081456949,W2121947440,first,Jianbo Shi,1,0
A5001594573,W2121947440,last,J. Malik,0,1
A5056369189,W2049981393,first,P.J. Besl,1,0
A5038182313,W2049981393,last,Neil D. McKay,0,1
A5065086376,W2132984323,first,S.G. Mallat,1,0
A5089723214,W2145023731,first,John Canny,1,0
A5040941243,W2020999234,first,Stuart Geman,1,0
A5013551450,W2020999234,last,Donald Geman,0,1
A5073451247,W2019207321,first,J.-S.R. Jang,1,0
A5101138074,W2079325629,first,Tomohiro Takagi,1,0
A5036802322,W2079325629,last,Michio Sugeno,0,1
A5112431155,W2133059825,first,Nobuyuki Otsu,1,0
A5103500270,W2044465660,first,Robert M. Haralick,1,0
W2044465660-person-1,W2044465660,middle,K. Shanmugam,0,1
A5044512705,W2044465660,last,Its'Hak Dinstein,0,2
A5079071970,W4211007335,first,L.A. Zadeh,1,0
A5102005485,W246286872,first,Guoqin Wang,1,0
A5100939057,W246286872,middle,Ruiqin Ma,0,1
A5036176427,W246286872,middle,Guangwei Qiao,0,2
A5103111821,W246286872,middle,Koji Wada,0,3
A5109932084,W246286872,middle,Yoshiharu Aizawa,0,4
A5111512062,W246286872,last,Toshihiko Satoh,0,5
A5020627596,W1797402740,first,Loo‐See Beh,1,0
A5038884690,W2138664283,first,A. Tong,1,0
A5074920837,W2138664283,middle,P. Sainsbury,0,1
A5038938109,W2138664283,last,J. Craig,0,2
A5051830072,W1757407923,first,Jacques Ferlay,1,0
A5057880586,W1757407923,middle,Isabelle Soerjomataram,0,1
A5049513467,W1757407923,middle,Rajesh Dikshit,0,2
A5025276497,W1757407923,middle,Sultan Eser,0,3
A5017081649,W1757407923,middle,Colin Mathers,0,4
A5107405263,W1757407923,middle,Marise Rebelo,0,5
A5060764581,W1757407923,middle,Donald Maxwell Parkin,0,6
A5111768129,W1757407923,middle,David Forman,0,7
A5064215217,W1757407923,last,Freddie Bray,0,8
A5051830072,W1981989535,first,Jacques Ferlay,1,0
A5108093688,W1981989535,middle,Hai‐Rim Shin,0,1
A5064215217,W1981989535,middle,Freddie Bray,0,2
A5111768129,W1981989535,middle,David Forman,0,3
A5017081649,W1981989535,middle,Colin Mathers,0,4
A5060764581,W1981989535,last,Donald Maxwell Parkin,0,5
A5089844972,W2614464134,first,Stephen E. Fick,1,0
A5044124578,W2614464134,last,Robert J. Hijmans,0,1
A5044124578,W2112776483,first,Robert J. Hijmans,1,0
A5000528278,W2112776483,middle,Susan E. Cameron,0,1
A5110339164,W2112776483,middle,Juan L. Parra,0,2
A5111376905,W2112776483,middle,Peter G. Jones,0,3
A5038971318,W2112776483,last,Andy Jarvis,0,4
A5022811687,W2117539524,first,Olga Russakovsky,1,0
A5101542158,W2117539524,middle,Jia Deng,0,1
A5100627109,W2117539524,middle,Hao Su,0,2
A5060909587,W2117539524,middle,Jonathan Krause,0,3
A5090158590,W2117539524,middle,Sanjeev Satheesh,0,4
A5102331250,W2117539524,middle,Sean Ma,0,5
A5011349177,W2117539524,middle,Zhiheng Huang,0,6
A5009290031,W2117539524,middle,Andrej Karpathy,0,7
A5104110845,W2117539524,middle,Aditya Khosla,0,8
A5076189854,W2117539524,middle,Michael Bernstein,0,9
A5104361813,W2117539524,middle,Alexander C. Berg,0,10
A5100450462,W2117539524,last,Li Fei-Fei,0,11
A5054253972,W2031489346,first,Mark Everingham,1,0
A5001254143,W2031489346,middle,Luc Van Gool,0,1
A5080713659,W2031489346,middle,Christopher K. I. Williams,0,2
A5052703810,W2031489346,middle,John Winn,0,3
A5057678172,W2031489346,last,Andrew Zisserman,0,4
A5055202003,W2151103935,first,David G. Lowe,1,0
A5006830648,W2104095591,first,Michael Kass,1,0
A5007629193,W2104095591,middle,Andrew Witkin,0,1
A5034397232,W2104095591,last,Demetri Terzopoulos,0,2
A5050747355,W1513281941,first,Robert Filders,1,0
A5036713900,W1517701247,first,J.Scott Armstrong,1,0
A5083331629,W1517701247,last,David M. Georgoff,0,1
A5088428969,W2390008750,first,D. Ellis,1,0
A5027555740,W79229537,first,Yvonna S. Lincoln,1,0
A5087243007,W79229537,middle,Egon G. Guba,0,1
A5008904358,W79229537,last,Joseph J. Pilotta,0,2
A5060754876,W2000380427,first,Adrian Leguina,1,0
A5030637056,W2075950485,first,Hilary Arksey,1,0
A5039957029,W2075950485,last,Lisa O'Malley,0,1
A5058365755,W2004038836,first,D. A. de Zoysa,1,0
A5019075743,W2004038836,last,Arjun Appadurai,0,1
A5012397238,W3008028633,first,Zunyou Wu,1,0
A5075384865,W3008028633,last,Jennifer M. McGoogan,0,1
W3005079553-person-0,W3005079553,first,Dawei Wang,0,0
W3005079553-person-1,W3005079553,middle,Bo Hu,0,1
W3005079553-person-2,W3005079553,middle,Chang Hu,0,2
W3005079553-person-3,W3005079553,middle,Fangfang Zhu,0,3
W3005079553-person-4,W3005079553,middle,Xing Liu,0,4
W3005079553-person-5,W3005079553,middle,Jing Zhang,0,5
W3005079553-person-6,W3005079553,middle,Binbin Wang,0,6
W3005079553-person-7,W3005079553,middle,Hui Xiang,0,7
W3005079553-person-8,W3005079553,middle,Zhenshun Cheng,0,8
W3005079553-person-9,W3005079553,middle,Yong Xiong,0,9
W3005079553-person-10,W3005079553,middle,Yan Zhao,0,10
W3005079553-person-11,W3005079553,middle,Yirong Li,0,11
W3005079553-person-12,W3005079553,middle,Xinghuan Wang,1,12
W3005079553-person-13,W3005079553,last,Zhiyong Peng,1,13
A5022102306,W2280404143,first,Mervyn Singer,0,0
A5091517222,W2280404143,middle,Clifford S. Deutschman,1,1
A5105662495,W2280404143,middle,Christopher Warren Seymour,0,2
A5012228981,W2280404143,middle,Manu Shankar-Hari,0,3
A5068616089,W2280404143,middle,Djillali Annane,0,4
A5068261184,W2280404143,middle,Michael Bauer,0,5
A5011216396,W2280404143,middle,Rinaldo Bellomo,0,6
A5052393113,W2280404143,middle,Gordon R. Bernard,0,7
A5073851208,W2280404143,middle,Jean-Daniel Chiche,0,8
A5012550644,W2280404143,middle,Craig M. Coopersmith,0,9
A5001543982,W2280404143,middle,Richard S. Hotchkiss,0,10
A5000157972,W2280404143,middle,Mitchell M. Levy,0,11
A5070604004,W2280404143,middle,John C. Marshall,0,12
A5031081653,W2280404143,middle,Greg S. Martin,0,13
A5025379878,W2280404143,middle,Steven M. Opal,0,14
A5110810503,W2280404143,middle,Gordon D. Rubenfeld,0,15
A5048965254,W2280404143,middle,Tom van der Poll,0,16
A5003379719,W2280404143,middle,Jean-Louis Vincent,0,17
A5001670387,W2280404143,last,Derek C. Angus,0,18
W4292528167-person-0,W4292528167,first,,1,0
A5046336198,W2156121263,first,Aram V. Chobanian,1,0
W1593442063-person-0,W1593442063,first,Writing Group for the Women's Health Initiative Investigators,1,0
A5060687347,W4238251256,first,"Expert Panel on Detection, Evaluation, and Treatment of High Blood Cholesterol in Adults",1,0
A5068936587,W1979423827,first,Donna F. Stroup,1,0
A5056794714,W2118310760,first,Scott M. Grundy,1,0
A5109912291,W2139248078,first,Patrick Therasse,1,0
A5109228194,W2139248078,middle,Susan G. Arbuck,0,1
A5103081894,W2139248078,middle,Elizabeth A. Eisenhauer,0,2
A5111555926,W2139248078,middle,Jantien Wanders,0,3
A5053919588,W2139248078,middle,Richard S. Kaplan,0,4
A5033078993,W2139248078,middle,Larry Rubinstein,0,5
A5110112933,W2139248078,middle,Jaap Verweij,0,6
A5110081154,W2139248078,middle,Martine Van Glabbeke,0,7
A5111586792,W2139248078,middle,Allan T. van Oosterom,0,8
A5111938831,W2139248078,middle,Michaele C. Christian,0,9
A5026019149,W2139248078,last,Steve G. Gwyther,0,10
A5075030358,W2167571044,first,N. K. Aaronson,1,0
A5053015332,W2167571044,middle,S. Ahmedzai,0,1
A5044764887,W2167571044,middle,B. Bergman,0,2
A5031669206,W2167571044,middle,M. Bullinger,0,3
A5112228911,W2167571044,middle,A. Cull,0,4
A5039543399,W2167571044,middle,N. J. Duez,0,5
A5063745414,W2167571044,middle,A. Filiberti,0,6
A5068985170,W2167571044,middle,H. Flechtner,0,7
A5108800208,W2167571044,middle,S. B. Fleishman,0,8
A5110272856,W2167571044,middle,J. C. J. M. d. Haes,0,9
A5080812721,W2167571044,middle,S. Kaasa,0,10
A5110874699,W2167571044,middle,M. Klee,0,11
A5112102306,W2167571044,middle,D. Osoba,0,12
A5000947273,W2167571044,middle,D. Razavi,0,13
A5015417603,W2167571044,middle,P. B. Rofe,0,14
A5002902059,W2167571044,middle,S. Schraub,0,15
A5062680462,W2167571044,middle,K. Sneeuw,0,16
A5064151220,W2167571044,middle,M. Sullivan,0,17
A5010575896,W2167571044,last,F. Takeda,0,18
A5110003399,W2798909945,first,Gene Golub,1,0
A5056256738,W4230354434,first,Richard Fenn,1,0
