person_id,publication_id,author_position,raw_author_name,is_corresponding,sort_order
A5000192581,W1966327575,last,Steve Horvath,0,1
A5089979303,W3118615836,first,Matthew J Page,1,0
A5015844348,W3118615836,middle,Joanne E McKenzie,0,1
A5061726857,W3118615836,middle,Patrick M Bossuyt,0,2
A5065028933,W3118615836,middle,Isabelle Boutron,0,3
A5090700680,W3118615836,middle,Tammy C Hoffmann,0,4
A5031204654,W3118615836,middle,Cynthia D Mulrow,0,5
A5091561305,W3118615836,middle,Larissa Shamseer,0,6
A5076572041,W3118615836,middle,Jennifer M Tetzlaff,0,7
A5041615321,W3118615836,middle,Elie A Akl,0,8
A5012486829,W3118615836,middle,Sue E Brennan,0,9
A5070442023,W3118615836,middle,Roger Chou,0,10
A5003504334,W3118615836,middle,Julie Glanville,0,11
A5054403907,W3118615836,middle,Jeremy M Grimshaw,0,12
A5110728949,W3118615836,middle,Asbjørn Hróbjartsson,0,13
A5007813511,W3118615836,middle,Manoj M Lalu,0,14
A5072760500,W3118615836,middle,Tianjing Li,0,15
A5054045289,W3118615836,middle,Elizabeth W Loder,0,16
A5055917772,W3118615836,middle,Evan Mayo-Wilson,0,17
A5074391235,W3118615836,middle,Steve McDonald,0,18
A5037094305,W3118615836,middle,Luke A McGuinness,0,19
A5082927689,W3118615836,middle,Lesley A Stewart,0,20
A5090183643,W3118615836,middle,James Thomas,0,21
A5074901391,W3118615836,middle,Andrea C Tricco,0,22
A5029006782,W3118615836,middle,Vivian A Welch,0,23
A5077388783,W3118615836,middle,Penny Whiting,0,24
A5068353058,W3118615836,last,David Moher,0,25
A5015955757,W2970684805,first,Jonathan A C Sterne,1,0
A5016408852,W2970684805,middle,Jelena Savović,0,1
A5089979303,W2970684805,middle,Matthew J Page,0,2
A5045704195,W2970684805,middle,Roy G Elbers,0,3
A5055466397,W2970684805,middle,Natalie S Blencowe,0,4
A5065028933,W2970684805,middle,Isabelle Boutron,0,5
A5065716950,W2970684805,middle,Christopher J Cates,0,6
A5032815930,W2970684805,middle,Hung-Yuan Cheng,0,7
A5070206339,W2970684805,middle,Mark S Corbett,0,8
A5007536017,W2970684805,middle,Sandra M Eldridge,0,9
A5030250235,W2970684805,middle,Jonathan R Emberson,0,10
A5084268825,W2970684805,middle,Miguel A Hernán,0,11
A5049975458,W2970684805,middle,Sally Hopewell,0,12
A5110728949,W2970684805,middle,Asbjørn Hróbjartsson,0,13
A5054149999,W2970684805,middle,Daniela R Junqueira,0,14
A5038409870,W2970684805,middle,Peter Jüni,0,15
A5066377848,W2970684805,middle,Jamie J Kirkham,0,16
A5064914332,W2970684805,middle,Toby Lasserson,0,17
A5072760500,W2970684805,middle,Tianjing Li,0,18
A5041376769,W2970684805,middle,Alexandra McAleenan,0,19
A5049611346,W2970684805,middle,Barnaby C Reeves,0,20
A5057600712,W2970684805,middle,Sasha Shepperd,0,21
A5034465718,W2970684805,middle,Ian Shrier,0,22
A5082927689,W2970684805,middle,Lesley A Stewart,0,23
A5022945304,W2970684805,middle,Kate Tilling,0,24
A5058039205,W2970684805,middle,Ian R White,0,25
A5077388783,W2970684805,middle,Penny F Whiting,0,26
A5031195893,W2970684805,last,Julian P T Higgins,0,27
A5015955757,W2531269403,first,Jonathan AC Sterne,1,0
A5084268825,W2531269403,middle,Miguel A Hernán,0,1
A5049611346,W2531269403,middle,Barnaby C Reeves,0,2
A5016408852,W2531269403,middle,Jelena Savović,0,3
A5023729007,W2531269403,middle,Nancy D Berkman,0,4
A5035597551,W2531269403,middle,Meera Viswanathan,0,5
A5029738421,W2531269403,middle,David Henry,0,6
A5042962646,W2531269403,middle,Douglas G Altman,0,7
A5109313491,W2531269403,middle,Mohammed T Ansari,0,8
A5065028933,W2531269403,middle,Isabelle Boutron,0,9
A5072810129,W2531269403,middle,James R Carpenter,0,10
A5053750539,W2531269403,middle,An-Wen Chan,0,11
A5049972945,W2531269403,middle,Rachel Churchill,0,12
A5009420648,W2531269403,middle,Jonathan J Deeks,0,13
A5110728949,W2531269403,middle,Asbjørn Hróbjartsson,0,14
A5066377848,W2531269403,middle,Jamie Kirkham,0,15
A5038409870,W2531269403,middle,Peter Jüni,0,16
A5072911500,W2531269403,middle,Yoon K Loke,0,17
A5064604634,W2531269403,middle,Theresa D Pigott,0,18
A5060375617,W2531269403,middle,Craig R Ramsay,0,19
A5084456614,W2531269403,middle,Deborah Regidor,0,20
A5068121257,W2531269403,middle,Hannah R Rothstein,0,21
A5108622069,W2531269403,middle,Lakhbir Sandhu,0,22
A5070111795,W2531269403,middle,Pasqualina L Santaguida,0,23
A5071868716,W2531269403,middle,Holger J Schünemann,0,24
A5110728734,W2531269403,middle,Beverly Shea,0,25
A5034465718,W2531269403,middle,Ian Shrier,0,26
A5022067453,W2531269403,middle,Peter Tugwell,0,27
A5103755094,W2531269403,middle,Lucy Turner,0,28
A5081918217,W2531269403,middle,Jeffrey C Valentine,0,29
A5074189299,W2531269403,middle,Hugh Waddington,0,30
A5109226276,W2531269403,middle,Elizabeth Waters,0,31
A5035644440,W2531269403,middle,George A Wells,0,32
A5077388783,W2531269403,middle,Penny F Whiting,0,33
A5031195893,W2531269403,last,Julian PT Higgins,0,34
A5031195893,W2098923148,first,J. P. T. Higgins,1,0
A5112320499,W2098923148,middle,D. G. Altman,0,1
A5002375158,W2098923148,middle,P. C. Gotzsche,0,2
A5038409870,W2098923148,middle,P. Juni,0,3
A5068353058,W2098923148,middle,D. Moher,0,4
A5082652200,W2098923148,middle,A. D. Oxman,0,5
A5016408852,W2098923148,middle,J. Savovic,0,6
A5056315210,W2098923148,middle,K. F. Schulz,0,7
A5111619792,W2098923148,middle,L. Weeks,0,8
A5015955757,W2098923148,middle,J. A. C. Sterne,0,9
W2098923148-person-10,W2098923148,middle,Cochrane Bias Methods Group,0,10
W2098923148-person-11,W2098923148,last,Cochrane Statistical Methods Group,0,11
A5068353058,W2156098321,first,D. Moher,1,0
A5113580052,W2156098321,middle,A. Liberati,0,1
A5076572041,W2156098321,middle,J. Tetzlaff,0,2
A5042962646,W2156098321,middle,D. G Altman,0,3
W2156098321-person-4,W2156098321,last,for the PRISMA Group,0,4
A5113580052,W2134833483,first,A. Liberati,1,0
A5112320499,W2134833483,middle,D. G Altman,0,1
A5076572041,W2134833483,middle,J. Tetzlaff,0,2
A5031204654,W2134833483,middle,C. Mulrow,0,3
A5002375158,W2134833483,middle,P. C Gotzsche,0,4
A5070446713,W2134833483,middle,J. P A Ioannidis,0,5
A5068789733,W2134833483,middle,M. Clarke,0,6
A5040874215,W2134833483,middle,P J Devereaux,0,7
A5065584931,W2134833483,middle,J. Kleijnen,0,8
A5068353058,W2134833483,last,D. Moher,0,9
A5031717153,W2165010366,first,Gordon H Guyatt,1,0
A5082652200,W2165010366,middle,Andrew D Oxman,0,1
A5008584776,W2165010366,middle,Gunn E Vist,0,2
A5058128340,W2165010366,middle,Regina Kunz,0,3
A5101485320,W2165010366,middle,Yngve Falck-Ytter,0,4
A5012215238,W2165010366,middle,Pablo Alonso-Coello,0,5
A5071868716,W2165010366,last,Holger J Schünemann,0,6
A5031195893,W2125435699,first,Julian P T Higgins,1,0
A5007606690,W2125435699,middle,Simon G Thompson,0,1
A5009420648,W2125435699,middle,Jonathan J Deeks,0,2
A5042962646,W2125435699,last,Douglas G Altman,0,3
A5102810338,W2104129218,first,T. J Cole,1,0
A5077161809,W2157823046,first,Matthias Egger,1,0
A5013184354,W2157823046,middle,George Davey Smith,0,1
A5103098101,W2157823046,middle,Martin Schneider,0,2
A5025898289,W2157823046,last,Christoph Minder,0,3
A5035834258,W2106952837,first,David L Sackett,1,0
A5083018976,W2106952837,middle,William M C Rosenberg,0,1
A5109215616,W2106952837,middle,J A Muir Gray,0,2
A5082226580,W2106952837,middle,R Brian Haynes,0,3
A5111972371,W2106952837,last,W Scott Richardson,0,4
A5009975594,W2121960517,first,Y Kanda,1,0
A5030131864,W2560367415,first,Andreas D. Hartkopf,1,0
A5011687402,W2560367415,middle,Florin-Andrei Taran,0,1
A5028882183,W2560367415,middle,Markus Wallwiener,0,2
A5110600183,W2560367415,middle,Christina B. Walter,0,3
A5112010242,W2560367415,middle,Bernhard Krämer,0,4
A5013148496,W2560367415,middle,Eva-Maria Grischke,0,5
A5049945196,W2560367415,last,Sara Y. Brucker,0,6
A5111649873,W2052853635,first,J F R Kerr,1,0
A5112790833,W2052853635,middle,A H Wyllie,0,1
A5088596046,W2052853635,last,A R Currie,0,2
A5089101943,W2033952602,first,Gill Crozier,1,0
A5043467343,W2033952602,middle,N. Denzin,0,1
A5027555740,W2033952602,last,Y. Lincoln,0,2
A5110509669,W1995341919,first,Warren S. McCulloch,1,0
A5109328597,W1995341919,last,Walter Pitts,0,1
A5062003303,W2173251738,first,E. Kalnay,1,0
A5091037421,W2173251738,middle,M. Kanamitsu,0,1
A5066828579,W2173251738,middle,R. Kistler,0,2
A5009132654,W2173251738,middle,W. Collins,0,3
A5017613338,W2173251738,middle,D. Deaven,0,4
A5074987152,W2173251738,middle,L. Gandin,0,5
A5053811377,W2173251738,middle,M. Iredell,0,6
A5109971543,W2173251738,middle,S. Saha,0,7
A5008015231,W2173251738,middle,G. White,0,8
A5111746392,W2173251738,middle,J. Woollen,0,9
A5101736566,W2173251738,middle,Y. Zhu,0,10
A5001184000,W2173251738,middle,A. Leetmaa,0,11
A5061520454,W2173251738,middle,R. Reynolds,0,12
A5077093969,W2173251738,middle,M. Chelliah,0,13
A5080490811,W2173251738,middle,W. Ebisuzaki,0,14
A5066428609,W2173251738,middle,W. Higgins,0,15
A5039440711,W2173251738,middle,J. Janowiak,0,16
A5113311455,W2173251738,middle,K. C. Mo,0,17
A5002363681,W2173251738,middle,C. Ropelewski,0,18
A5058412139,W2173251738,middle,J. Wang,0,19
A5030942823,W2173251738,middle,Roy Jenne,0,20
A5024874235,W2173251738,last,Dennis Joseph,0,21
A5005379209,W2121001699,first,Andreas M. Kaplan,1,0
A5002909072,W2121001699,last,Michael Haenlein,0,1
A5064215217,W4393935425,first,Freddie Bray,1,0
A5026861762,W4393935425,middle,Mathieu Laversanne,0,1
A5082191284,W4393935425,middle,Hyuna Sung,0,2
A5051830072,W4393935425,middle,Jacques Ferlay,0,3
A5047300895,W4393935425,middle,Rebecca L. Siegel,0,4
A5057880586,W4393935425,middle,Isabelle Soerjomataram,0,5
A5009198168,W4393935425,last,Ahmedin Jemal,0,6
A5047300895,W4315754639,first,Rebecca L. Siegel,1,0
A5015181760,W4315754639,middle,Kimberly D. Miller,0,1
A5089336149,W4315754639,middle,Nikita Sandeep Wagle,0,2
A5009198168,W4315754639,last,Ahmedin Jemal,0,3
A5047300895,W4206841660,first,Rebecca L. Siegel,1,0
A5015181760,W4206841660,middle,Kimberly D. Miller,0,1
A5086800123,W4206841660,middle,Hannah E. Fuchs,0,2
A5009198168,W4206841660,last,Ahmedin Jemal,0,3
A5047300895,W3119005666,first,Rebecca L. Siegel,1,0
A5015181760,W3119005666,middle,Kimberly D. Miller,0,1
A5086800123,W3119005666,middle,Hannah E. Fuchs,0,2
A5009198168,W3119005666,last,Ahmedin Jemal,0,3
A5082191284,W3128646645,first,Hyuna Sung,0,0
A5051830072,W3128646645,middle,Jacques Ferlay,0,1
A5047300895,W3128646645,middle,Rebecca L. Siegel,0,2
A5026861762,W3128646645,middle,Mathieu Laversanne,0,3
A5057880586,W3128646645,middle,Isabelle Soerjomataram,0,4
A5009198168,W3128646645,middle,Ahmedin Jemal,0,5
A5064215217,W3128646645,last,Freddie Bray,1,6
A5047300895,W2999417355,first,Rebecca L. Siegel,1,0
A5015181760,W2999417355,middle,Kimberly D. Miller,0,1
A5009198168,W2999417355,last,Ahmedin Jemal,0,2
A5047300895,W2911188335,first,Rebecca L. Siegel,1,0
A5015181760,W2911188335,middle,Kimberly D. Miller,0,1
A5009198168,W2911188335,last,Ahmedin Jemal,0,2
A5047300895,W2781525129,first,Rebecca L. Siegel,1,0
A5015181760,W2781525129,middle,Kimberly D. Miller,0,1
A5009198168,W2781525129,last,Ahmedin Jemal,0,2
A5064215217,W2889646458,first,Freddie Bray,1,0
A5051830072,W2889646458,middle,Jacques Ferlay,0,1
A5057880586,W2889646458,middle,Isabelle Soerjomataram,0,2
A5047300895,W2889646458,middle,Rebecca L. Siegel,0,3
A5110967014,W2889646458,middle,Lindsey A. Torre,0,4
A5009198168,W2889646458,last,Ahmedin Jemal,0,5
A5083719308,W2272984102,first,Wanqing Chen,1,0
A5073808064,W2272984102,middle,Rongshou Zheng,0,1
A5064186655,W2272984102,middle,Peter D. Baade,0,2
A5104832272,W2272984102,middle,Siwei Zhang,0,3
A5004337669,W2272984102,middle,Hongmei Zeng,0,4
A5064215217,W2272984102,middle,Freddie Bray,0,5
A5009198168,W2272984102,middle,Ahmedin Jemal,0,6
A5004937788,W2272984102,middle,Xue Qin Yu,0,7
A5100685161,W2272984102,last,Jie He,0,8
A5047300895,W2235523093,first,Rebecca L. Siegel,1,0
A5015181760,W2235523093,middle,Kimberly D. Miller,0,1
A5009198168,W2235523093,last,Ahmedin Jemal,0,2
A5110967014,W2917837889,first,Lindsey A. Torre,1,0
A5064215217,W2917837889,middle,Freddie Bray,0,1
A5047300895,W2917837889,middle,Rebecca L. Siegel,0,2
A5051830072,W2917837889,middle,Jacques Ferlay,0,3
A5003542814,W2917837889,middle,Joannie Lortet‐Tieulent,0,4
A5009198168,W2917837889,last,Ahmedin Jemal,0,5
A5009198168,W2106787323,first,Ahmedin Jemal,1,0
A5064215217,W2106787323,middle,Freddie Bray,0,1
A5051830072,W2106787323,middle,Jacques Ferlay,0,2
A5101396776,W2106787323,middle,Elizabeth Ward,0,3
A5111768129,W2106787323,last,David Forman,0,4
A5060764581,W2020830322,first,D. M. Parkin,1,0
A5064215217,W2020830322,middle,F. Bray,0,1
A5051830072,W2020830322,middle,J. Ferlay,0,2
A5007892044,W2020830322,last,P. Pisani,0,3
W4300009529-person-0,W4300009529,first,Intergovernmental Panel on Climate Change,1,0
A5011176205,W2296319761,first,Stephen Boyd,1,0
A5017990990,W2296319761,last,Lieven Vandenberghe,0,1
A5020216442,W2033819227,first,Richard Hartley,1,0
A5057678172,W2033819227,last,Andrew Zisserman,0,1
A5110893439,W1666853924,first,Max Born,1,0
A5110890858,W1666853924,middle,Emil Wolf,0,1
W1666853924-person-2,W1666853924,middle,A. B. Bhatia,0,2
W1666853924-person-3,W1666853924,middle,P. C. Clemmow,0,3
W1666853924-person-4,W1666853924,middle,D. Gabor,0,4
W1666853924-person-5,W1666853924,middle,A. R. Stokes,0,5
W1666853924-person-6,W1666853924,middle,A. M. Taylor,0,6
W1666853924-person-7,W1666853924,middle,P. A. Wayman,0,7
W1666853924-person-8,W1666853924,last,W. L. Wilcock,0,8
A5018954657,W4210702550,first,Etienne Wenger,1,0
A5110328496,W950821216,first,Stanley Wasserman,1,0
A5013955991,W950821216,last,Katherine Faust,0,1
A5061396853,W4245961435,first,Jean Lave,1,0
A5018954657,W4245961435,last,Etienne Wenger,0,1
A5003087402,W4233654598,first,Elinor Ostrom,1,0
A5111418782,W4298413470,first,Douglass C. North,1,0
A5111995000,W2133469585,first,Daniel Kahneman,1,0
A5000234995,W2133469585,last,Amos Tversky,0,1
A5035242470,W4301056702,first,Pierre Bourdieu,1,0
A5082814826,W2118338381,first,Nassim Tabri,1,0
A5028740204,W2118338381,last,Corinna Marie Elliott,0,1
A5089452951,W2152311269,first,E. G. Bligh,1,0
A5032047957,W2152311269,last,W. J. Dyer,0,1
A5089452951,W2300552860,first,E. G. Bligh,1,0
A5032047957,W2300552860,last,W. J. Dyer,0,1
A5067673309,W2038533471,first,S. H. Vosko,1,0
A5111721341,W2038533471,middle,L. Wilk,0,1
A5008617550,W2038533471,last,M. Nusair,0,2
A5080419206,W1999130958,first,William T. McGivney,1,0
A5071787046,W2149441684,first,Ethan Cerami,1,0
A5014978419,W2149441684,middle,Jianjiong Gao,0,1
A5006798669,W2149441684,middle,Ugur Dogrusoz,0,2
A5026873890,W2149441684,middle,Benjamin E. Gross,0,3
A5020961360,W2149441684,middle,Selcuk Onur Sumer,0,4
A5020220136,W2149441684,middle,Bülent Arman Aksoy,0,5
A5049766408,W2149441684,middle,Anders Jacobsen,0,6
A5064902745,W2149441684,middle,Caitlin J. Byrne,0,7
A5090047444,W2149441684,middle,Michael L. Heuer,0,8
A5050629872,W2149441684,middle,Erik Larsson,0,9
A5050760316,W2149441684,middle,Yevgeniy Antipin,0,10
A5086570651,W2149441684,middle,Boris Reva,0,11
A5066362880,W2149441684,middle,Arthur P. Goldberg,0,12
A5008166270,W2149441684,middle,Chris Sander,0,13
A5033125884,W2149441684,last,Nikolaus Schultz,0,14
A5019620317,W3009912996,first,Markus Hoffmann,1,0
A5044441675,W3009912996,middle,Hannah Kleine-Weber,0,1
A5074494709,W3009912996,middle,Simon Schroeder,0,2
A5082143205,W3009912996,middle,Nadine Krüger,0,3
A5063536124,W3009912996,middle,Tanja Herrler,0,4
A5083074687,W3009912996,middle,Sandra Erichsen,0,5
A5033152934,W3009912996,middle,Tobias S. Schiergens,0,6
A5065412037,W3009912996,middle,Georg Herrler,0,7
A5028405920,W3009912996,middle,Nai-Huei Wu,0,8
A5007303691,W3009912996,middle,Andreas Nitsche,0,9
A5109246066,W3009912996,middle,Marcel A. Müller,0,10
A5011461272,W3009912996,middle,Christian Drosten,0,11
A5004595481,W3009912996,last,Stefan Pöhlmann,0,12
A5003957777,W2949177718,first,Tim Stuart,1,0
A5042529830,W2949177718,middle,Andrew Butler,0,1
A5078971011,W2949177718,middle,Paul Hoffman,0,2
A5072183933,W2949177718,middle,Christoph Hafemeister,0,3
A5045393597,W2949177718,middle,Efthymia Papalexi,0,4
A5065039556,W2949177718,middle,William M. Mauck,0,5
A5014193997,W2949177718,middle,Yuhan Hao,0,6
A5084129649,W2949177718,middle,Marlon Stoeckius,0,7
A5039402589,W2949177718,middle,Peter Smibert,0,8
A5058180202,W2949177718,last,Rahul Satija,0,9
A5047039050,W1997183854,first,Scott J. Dixon,1,0
A5045645746,W1997183854,middle,Kathryn M. Lemberg,0,1
A5014823035,W1997183854,middle,Michael R. Lamprecht,0,2
A5085074627,W1997183854,middle,Rachid Skouta,0,3
A5096889554,W1997183854,middle,Eleina M. Zaitsev,0,4
A5040309991,W1997183854,middle,Caroline E. Gleason,0,5
A5076267910,W1997183854,middle,Darpan N. Patel,0,6
A5088411429,W1997183854,middle,Andras J. Bauer,0,7
A5065678849,W1997183854,middle,Alexandra M. Cantley,0,8
A5002106907,W1997183854,middle,Wan Seok Yang,0,9
A5019039663,W1997183854,middle,Barclay Morrison,0,10
A5030207693,W1997183854,last,Brent R. Stockwell,0,11
A5007537368,W2117692326,first,Douglas Hanahan,1,0
A5012557712,W2117692326,last,Robert A. Weinberg,0,1
A5087589263,W2162674813,first,David P. Bartel,1,0
A5101897576,W2138977668,first,Kazutoshi Takahashi,1,0
A5000507804,W2138977668,middle,Koji Tanabe,0,1
A5003332518,W2138977668,middle,Mari Ohnuki,0,2
A5019583219,W2138977668,middle,Megumi Narita,0,3
A5073683190,W2138977668,middle,Tomoko Ichisaka,0,4
A5054168710,W2138977668,middle,Kiichiro Tomoda,0,5
A5081862387,W2138977668,last,Shinya Yamanaka,0,6
A5101897576,W2125987139,first,Kazutoshi Takahashi,0,0
A5081862387,W2125987139,last,Shinya Yamanaka,1,1
A5087589263,W144423133,first,David P Bartel,1,0
A5007537368,W2034269086,first,Douglas Hanahan,1,0
A5012557712,W2034269086,last,Robert A Weinberg,0,1
A5100340464,W1523693806,first,Yu-jie Li,1,0
A5037591628,W1523693806,middle,Qin Jiang,0,1
A5100870199,W1523693806,middle,Guo-fan Cao,0,2
A5031957363,W1523693806,middle,Jin Yao,0,3
A5058567619,W1523693806,last,Biao Yan,0,4
A5081897732,W2018289835,first,Haider Raza,1,0
A5084346756,W2018289835,middle,Annie John,0,1
A5020229477,W2018289835,last,Abderrahim Nemmar,0,2
A5044026747,W1487127700,first,Jean-Jacques Slotine,1,0
A5100415565,W1487127700,last,Weiping Li,0,1
A5108354699,W1997151511,first,Jacopo Tomasi,1,0
A5041412476,W1997151511,middle,Benedetta Mennucci,0,1
A5053508480,W1997151511,last,Roberto Cammi,0,2
A5078307783,W2110540540,first,Michael R. Hoffmann,1,0
A5081871898,W2110540540,middle,Scot T. Martin,0,1
A5064690703,W2110540540,middle,Wonyong Choi,0,2
A5002499751,W2110540540,last,Detlef W. Bahnemann,0,3
A5007769955,W2038767330,first,Alan E. Reed,1,0
A5058864798,W2038767330,middle,Larry A. Curtiss,0,1
A5028194420,W2038767330,last,Frank Weinhold,0,2
A5019539533,W2140190241,first,"Han, Jiawei",1,0
A5033935560,W2140190241,last,"Kamber, Micheline",0,1
W2122410182-person-0,W2122410182,first,Dr. Anil Kumar,1,0
W2122410182-person-1,W2122410182,middle,Sivasubramanian Balasubramanian,0,1
W2122410182-person-2,W2122410182,middle,Dr. Haewon Byeon,0,2
W2122410182-person-3,W2122410182,last,Prof. Ganesh Vasudeo Manerkar,0,3
W1554663460-person-0,W1554663460,first,"Bishop, Christopher M. 1959-",1,0
W2432517183-person-0,W2432517183,first,"Press, William H",1,0
W2432517183-person-1,W2432517183,middle,"Flannery, Brian P",0,1
W2432517183-person-2,W2432517183,middle,"Teukolsky, Saul Arno",0,2
W2432517183-person-3,W2432517183,last,"Vetterling, William T",0,3
W1973948212-person-0,W1973948212,first,"Hosmer, David W. 1944-",1,0
W1973948212-person-1,W1973948212,middle,"Lemeshow, Stanley 1948-",0,1
W1973948212-person-2,W1973948212,last,"Sturdivant, Rodney X.",0,2
