id,type,person_id,label,display_name,orcid
person:A5058956938,person,A5058956938,Arthur J. Olson,Arthur J. Olson,https://orcid.org/0000-0003-0558-4618
person:A5066362880,person,A5066362880,Arthur P. Goldberg,Arthur P. Goldberg,https://orcid.org/0000-0003-2772-1484
person:W1990513740-person-1,person,W1990513740-person-1,Arvind Singhal,Arvind Singhal,
person:A5044347523,person,A5044347523,Arwen Bunce,Arwen Bunce,https://orcid.org/0000-0003-2243-972X
person:A5062037359,person,A5062037359,Arya Aminorroaya,Arya Aminorroaya,https://orcid.org/0000-0003-3197-2657
person:A5110728949,person,A5110728949,Asbjørn Hróbjartsson,Asbjørn Hróbjartsson,https://orcid.org/0000-0002-2451-5012
person:A5028948429,person,A5028948429,Ashkan Afshin,Ashkan Afshin,https://orcid.org/0000-0001-6239-8809
person:A5111889793,person,A5111889793,Asier Roa,Asier Roa,
person:A5023572924,person,A5023572924,Asif Chinwalla,Asif Chinwalla,https://orcid.org/0000-0001-7831-3996
person:A5051319454,person,A5051319454,Asker Brejnrod,Asker Brejnrod,https://orcid.org/0000-0002-1327-2051
person:A5080021425,person,A5080021425,Augusta H. Teller,Augusta H. Teller,
person:A5009567462,person,A5009567462,Augustin Žídek,Augustin Žídek,https://orcid.org/0000-0002-0748-9684
person:A5034983879,person,A5034983879,Auke Tellegen,Auke Tellegen,
person:A5005856984,person,A5005856984,Austin D. Swafford,Austin D. Swafford,https://orcid.org/0000-0001-5655-8300
person:A5004067604,person,A5004067604,Aviv Regev,Aviv Regev,https://orcid.org/0000-0003-3293-3158
person:A5000202082,person,A5000202082,Axel Buchner,Axel Buchner,https://orcid.org/0000-0003-4529-3444
person:A5015077264,person,A5015077264,Axel D. Becke,Axel D. Becke,https://orcid.org/0000-0002-6668-7728
person:A5056911622,person,A5056911622,Axel T. Brünger,Axel T. Brünger,https://orcid.org/0000-0001-5121-2036
person:A5048895008,person,A5048895008,B A Naylor,B A Naylor,
person:A5058470461,person,A5058470461,B Bernstein,B Bernstein,https://orcid.org/0000-0002-5726-6278
person:A5056820199,person,A5056820199,B Wold,B Wold,https://orcid.org/0000-0003-3235-8130
person:A5027606126,person,A5027606126,B. D. Cullity,B. D. Cullity,
person:A5006582101,person,A5006582101,B. D. Ripley,B. D. Ripley,
person:A5108435406,person,A5108435406,B. Efron,B. Efron,
person:A5106512453,person,A5106512453,B. J. Boyle,B. J. Boyle,
person:A5110342669,person,A5110342669,B. J. Davis,B. J. Davis,
person:A5032652391,person,A5032652391,B. J. WINER,B. J. WINER,
person:A5081952162,person,A5081952162,B. Leibundgut,B. Leibundgut,https://orcid.org/0000-0002-4413-7733
person:A5009376065,person,A5009376065,B. R. Ko,B. R. Ko,https://orcid.org/0000-0002-4591-5269
person:A5110903563,person,A5110903563,B. S. Weir,B. S. Weir,
person:A5054049925,person,A5054049925,B. Sakmann,B. Sakmann,
person:A5023063594,person,A5023063594,B. Schmidt,B. Schmidt,https://orcid.org/0000-0002-8538-9195
person:A5114258143,person,A5114258143,B.A. Lewis,B.A. Lewis,
person:A5014642814,person,A5014642814,B.W. Silverman,B.W. Silverman,
person:A5078926615,person,A5078926615,Babak Asghari,Babak Asghari,https://orcid.org/0000-0002-4038-9618
person:A5101666011,person,A5101666011,Baining Guo,Baining Guo,https://orcid.org/0000-0001-8349-8868
person:A5063481153,person,A5063481153,Baoying Huang,Baoying Huang,https://orcid.org/0000-0001-9516-1146
person:A5059637641,person,A5059637641,Barbara E. Ainsworth,Barbara E. Ainsworth,https://orcid.org/0000-0002-4199-692X
person:A5110436793,person,A5110436793,Barbara Fisher,Barbara Fisher,
person:A5020096432,person,A5020096432,Barbara G. Tabachnick,Barbara G. Tabachnick,
person:A5110202214,person,A5110202214,Barbara J. McNeil,Barbara J. McNeil,
person:A5087188826,person,A5087188826,Barbara M. Byrne,Barbara M. Byrne,
person:A5019039663,person,A5019039663,Barclay Morrison,Barclay Morrison,https://orcid.org/0000-0001-7676-0864
person:A5070745825,person,A5070745825,Barend Mons,Barend Mons,
person:A5049611346,person,A5049611346,Barnaby C Reeves,Barnaby C Reeves,https://orcid.org/0000-0002-5101-9487
person:A5044483808,person,A5044483808,Barney G. Glaser,Barney G. Glaser,
person:A5033832195,person,A5033832195,Barry C. Field,Barry C. Field,
person:A5085765784,person,A5085765784,Barry Checkoway,Barry Checkoway,
person:A5057127344,person,A5057127344,Bart van Merriënboer,Bart van Merriënboer,
person:W2104549677-person-16,person,W2104549677-person-16,Bartha M. Knoppers,Bartha M. Knoppers,
person:W2121863487-person-1,person,W2121863487-person-1,"Barto, Andrew G","Barto, Andrew G",
person:A5089650299,person,A5089650299,Beatriz M. Monge-Sanz,Beatriz M. Monge-Sanz,https://orcid.org/0000-0001-6067-8858
person:A5100356466,person,A5100356466,Bei Li,Bei Li,https://orcid.org/0009-0007-6702-4276
person:A5027183726,person,A5027183726,Belinda Phipson,Belinda Phipson,https://orcid.org/0000-0002-1711-7454
person:A5103013886,person,A5103013886,Ben Hu,Ben Hu,https://orcid.org/0000-0001-9194-3474
person:A5009556658,person,A5009556658,Ben Langmead,Ben Langmead,https://orcid.org/0000-0003-2437-1976
person:A5041412476,person,A5041412476,Benedetta Mennucci,Benedetta Mennucci,https://orcid.org/0000-0002-4394-0129
person:A5111374375,person,A5111374375,Benedict Anderson,Benedict Anderson,
person:A5044764887,person,A5044764887,Bengt Bergman,Bengt Bergman,
person:A5052620448,person,A5052620448,Bengt Persson,Bengt Persson,https://orcid.org/0000-0003-3165-5344
person:A5069233200,person,A5069233200,Benjamin D. Kaehler,Benjamin D. Kaehler,https://orcid.org/0000-0002-5318-9551
person:A5026873890,person,A5026873890,Benjamin Groß,Benjamin Groß,https://orcid.org/0000-0003-4976-8304
person:A5063135788,person,A5063135788,Benjamin Hillmann,Benjamin Hillmann,https://orcid.org/0000-0003-4276-1329
person:A5027561072,person,A5027561072,Benjamin J. Callahan,Benjamin J. Callahan,https://orcid.org/0000-0002-8752-117X
person:A5074151633,person,A5074151633,Benjamin J. Cowling,Benjamin J. Cowling,https://orcid.org/0000-0002-6297-7154
person:A5070668676,person,A5070668676,Benjamin L. Ebert,Benjamin L. Ebert,https://orcid.org/0000-0003-0197-5451
person:A5021063042,person,A5021063042,Benjamin M. Bolker,Benjamin M. Bolker,https://orcid.org/0000-0002-2127-0443
person:A5015235673,person,A5015235673,Benjamin M. Neale,Benjamin M. Neale,https://orcid.org/0000-0003-1513-6077
person:A5003321899,person,A5003321899,Benjamin Schmid,Benjamin Schmid,https://orcid.org/0000-0002-9327-2296
person:A5109952461,person,A5109952461,Benoît B. Mandelbrot,Benoît B. Mandelbrot,
person:W3099878876-person-8,person,W3099878876-person-8,"Berg, S","Berg, S",
person:A5053818126,person,A5053818126,Berit Lundman,Berit Lundman,https://orcid.org/0000-0003-2929-9248
person:A5050108763,person,A5050108763,Berk Hess,Berk Hess,https://orcid.org/0000-0002-7498-7763
person:A5040742305,person,A5040742305,Bernard Mazoyer,Bernard Mazoyer,https://orcid.org/0000-0003-0970-2837
person:A5088601308,person,A5088601308,Bernardino Romera‐Paredes,Bernardino Romera‐Paredes,https://orcid.org/0000-0003-3604-3590
person:A5078610104,person,A5078610104,Bernd Löwe,Bernd Löwe,https://orcid.org/0000-0003-4220-3378
person:A5112010242,person,A5112010242,Bernhard Krämer,Bernhard Krämer,
person:A5073942998,person,A5073942998,Bernhard Lohkamp,Bernhard Lohkamp,https://orcid.org/0000-0002-5646-2090
person:A5087785022,person,A5087785022,Bernhard Pfahringer,Bernhard Pfahringer,https://orcid.org/0000-0002-3732-5787
person:A5072858943,person,A5072858943,Bert Vogelstein,Bert Vogelstein,https://orcid.org/0000-0003-0766-3854
person:A5050837683,person,A5050837683,Beryl W. Dominy,Beryl W. Dominy,
person:A5110728734,person,A5110728734,Beverly Shea,Beverly Shea,
person:W2104549677-person-40,person,W2104549677-person-40,BGI-Shenzhen,BGI-Shenzhen,
person:A5101647390,person,A5101647390,Bharath Hariharan,Bharath Hariharan,https://orcid.org/0000-0002-2309-4703
person:W2964015378-person-6,person,W2964015378-person-6,"Bian, Pan","Bian, Pan",https://orcid.org/0000-0003-0844-4805
person:A5058567619,person,A5058567619,Biao Yan,Biao Yan,https://orcid.org/0000-0002-7338-6413
person:A5015001509,person,A5015001509,Bill Bell,Bill Bell,https://orcid.org/0000-0002-8151-5449
person:A5043913986,person,A5043913986,Bill Thies,Bill Thies,
person:A5062363302,person,A5062363302,Bill Triggs,Bill Triggs,https://orcid.org/0000-0003-4116-6296
person:A5100613209,person,A5100613209,Bin Cao,Bin Cao,https://orcid.org/0000-0001-6991-0350
person:A5012294390,person,A5012294390,Bin Du,Bin Du,https://orcid.org/0000-0001-6237-2895
person:A5077957037,person,A5077957037,Bin Song,Bin Song,https://orcid.org/0000-0002-7269-2101
person:W3005079553-person-6,person,W3005079553-person-6,Binbin Wang,Binbin Wang,
person:A5012216290,person,A5012216290,Bing Yan,Bing Yan,https://orcid.org/0000-0002-7970-6764
person:W2010094123-person-11,person,W2010094123-person-11,Biology Owens,Biology Owens,
person:A5029664893,person,A5029664893,Birger Wernerfelt,Birger Wernerfelt,
person:W1554663460-person-0,person,W1554663460-person-0,"Bishop, Christopher M. 1959-","Bishop, Christopher M. 1959-",
person:A5111957223,person,A5111957223,Björn M. Hallström,Björn M. Hallström,
person:A5011858960,person,A5011858960,Björn Usadel,Björn Usadel,https://orcid.org/0000-0003-0921-8041
person:A5010358439,person,A5010358439,Blas P. Uberuaga,Blas P. Uberuaga,https://orcid.org/0000-0001-6934-6219
person:A5058558119,person,A5058558119,Blaž Stres,Blaž Stres,https://orcid.org/0000-0003-2972-2907
person:A5019189772,person,A5019189772,Blessing Akombi-Inyang,Blessing Akombi-Inyang,https://orcid.org/0000-0002-6410-4154
person:W3005079553-person-1,person,W3005079553-person-1,Bo Hu,Bo Hu,
person:A5100374493,person,A5100374493,Bo Li,Bo Li,https://orcid.org/0000-0003-0668-1620
person:A5003334032,person,A5003334032,Bo Wang,Bo Wang,https://orcid.org/0000-0002-6016-8775
person:A5072820962,person,A5072820962,Bo Yang,Bo Yang,https://orcid.org/0000-0002-3183-5567
person:A5084379194,person,A5084379194,Boris Podolsky,Boris Podolsky,
person:A5086570651,person,A5086570651,Boris Reva,Boris Reva,https://orcid.org/0000-0002-8805-389X
person:W4292363360-person-3,person,W4292363360-person-3,Borja Peleato,Borja Peleato,
person:A5035157608,person,A5035157608,Boxi Liu,Boxi Liu,https://orcid.org/0000-0003-0476-4510
person:A5070432400,person,A5070432400,Brad T. Sherman,Brad T. Sherman,https://orcid.org/0000-0001-5815-7359
person:A5044617944,person,A5044617944,Bradley E. Schaefer,Bradley E. Schaefer,https://orcid.org/0000-0002-2659-8763
person:A5108567924,person,A5108567924,Bradley Efron,Bradley Efron,
person:A5041746028,person,A5041746028,Bradley J. S. C. Olson,Bradley J. S. C. Olson,https://orcid.org/0000-0002-4751-8347
person:A5068688487,person,A5068688487,Bradley T. Hyman,Bradley T. Hyman,https://orcid.org/0000-0002-7959-9401
person:A5088605588,person,A5088605588,Brenda L. Minor,Brenda L. Minor,https://orcid.org/0000-0003-4425-2317
person:A5042311778,person,A5042311778,Brendan Vaughan,Brendan Vaughan,https://orcid.org/0000-0002-2199-1267
person:A5030207693,person,A5030207693,Brent R. Stockwell,Brent R. Stockwell,https://orcid.org/0000-0002-3532-3868
person:A5053292653,person,A5053292653,Bret Larget,Bret Larget,
person:W3099878876-person-14,person,W3099878876-person-14,"Brett, M","Brett, M",
person:A5101518313,person,A5101518313,Brian A. Williams,Brian A. Williams,https://orcid.org/0000-0003-3253-611X
person:A5085359279,person,A5085359279,Brian B. Oakley,Brian B. Oakley,https://orcid.org/0000-0003-2098-6439
person:A5074738502,person,A5074738502,Brian C. O’Regan,Brian C. O’Regan,https://orcid.org/0000-0001-5464-1450
person:A5081824427,person,A5081824427,Brian D. Muegge,Brian D. Muegge,https://orcid.org/0000-0002-0044-3704
person:A5019458580,person,A5019458580,Brian J. Haas,Brian J. Haas,https://orcid.org/0000-0002-6609-4973
person:A5084654258,person,A5084654258,Brian J. Loasby,Brian J. Loasby,
person:A5010878774,person,A5010878774,Brian Massumi,Brian Massumi,https://orcid.org/0000-0001-9559-7767
person:A5054656780,person,A5054656780,Brian Rowan,Brian Rowan,
person:A5038278091,person,A5038278091,Brigitte Landeau,Brigitte Landeau,
person:A5078003144,person,A5078003144,Bruce Ashton,Bruce Ashton,
person:A5030681852,person,A5030681852,Bruce Hannon,Bruce Hannon,
person:A5084781189,person,A5084781189,Bruce Levin,Bruce Levin,
person:A5057368279,person,A5057368279,Bruce Poppe,Bruce Poppe,https://orcid.org/0000-0002-8504-690X
person:A5079355119,person,A5079355119,Bruce Ravel,Bruce Ravel,https://orcid.org/0000-0002-4126-872X
person:A5021669455,person,A5021669455,Bruce W. Birren,Bruce W. Birren,https://orcid.org/0000-0001-6971-945X
person:A5022081563,person,A5022081563,Bryan D Martin,Bryan D Martin,https://orcid.org/0000-0002-8002-5296
person:A5073085667,person,A5073085667,Bryan R. Haugen,Bryan R. Haugen,https://orcid.org/0000-0001-7005-8994
person:A5071476945,person,A5071476945,Burton G. Malkiel,Burton G. Malkiel,https://orcid.org/0009-0003-3388-1211
person:A5007747377,person,A5007747377,Byoung-Kwon Park,Byoung-Kwon Park,
person:A5019880902,person,A5019880902,Bùi Quang Minh,Bùi Quang Minh,https://orcid.org/0000-0002-5535-6560
person:A5020220136,person,A5020220136,Bülent Arman Aksoy,Bülent Arman Aksoy,https://orcid.org/0000-0002-0135-2505
person:W3003257820-person-19,person,W3003257820-person-19,C J Carey,C J Carey,
person:A5111508374,person,A5111508374,C. C. Tung,C. C. Tung,
person:A5038410960,person,A5038410960,C. Clark Cockerham,C. Clark Cockerham,
person:A5043473326,person,A5043473326,C. D. Gelatt,C. D. Gelatt,
person:A5045522187,person,A5045522187,C. Delsol,C. Delsol,
person:A5110889177,person,A5110889177,C. Ferguson,C. Ferguson,
person:A5002401862,person,A5002401862,C. J. Stone,C. J. Stone,
person:A5080716647,person,A5080716647,C. J. Tranter,C. J. Tranter,
person:A5111445595,person,A5111445595,C. Kittel,C. Kittel,
person:A5003262716,person,A5003262716,C. L. Kane,C. L. Kane,https://orcid.org/0000-0002-9551-2177
person:A5058450549,person,A5058450549,C. Lawrence Zitnick,C. Lawrence Zitnick,
person:A5080812976,person,A5080812976,C. Lidman,C. Lidman,https://orcid.org/0000-0003-1731-0497
person:A5025898289,person,A5025898289,C. Minder,C. Minder,
person:W3003257820-person-43,person,W3003257820-person-43,C. Nathan Woods,C. Nathan Woods,
person:A5003889596,person,A5003889596,C. Pennypacker,C. Pennypacker,
person:A5103589646,person,A5103589646,C. Ronald MacKenzie,C. Ronald MacKenzie,
person:A5002363681,person,A5002363681,C. Ropelewski,C. Ropelewski,
person:A5109276346,person,A5109276346,C. S. Holling,C. S. Holling,
person:A5075307649,person,A5075307649,C. S. van der Voort,C. S. van der Voort,
person:A5036229691,person,A5036229691,C. Titus Brown,C. Titus Brown,https://orcid.org/0000-0001-6001-2677
person:A5110206207,person,A5110206207,C. W. J. Granger,C. W. J. Granger,
person:A5090973034,person,A5090973034,C. W. Stubbs,C. W. Stubbs,https://orcid.org/0000-0003-0347-1724
person:A5031539199,person,A5031539199,C.P.M. van der Grinten,C.P.M. van der Grinten,
person:A5064902745,person,A5064902745,Caitlin J. Byrne,Caitlin J. Byrne,
person:A5031077891,person,A5031077891,Calvin H. Hirsch,Calvin H. Hirsch,https://orcid.org/0000-0001-6516-9307
person:W1966114254-person-0,person,W1966114254-person-0,Camille Morvan,Camille Morvan,
person:A5112522986,person,A5112522986,Carl Abelardo T Antonio,Carl Abelardo T Antonio,
person:A5051507868,person,A5051507868,Carl T. Wittwer,Carl T. Wittwer,https://orcid.org/0000-0002-9993-8263
person:A5069821016,person,A5069821016,Carlo Adamo,Carlo Adamo,https://orcid.org/0000-0002-2638-2735
person:A5029838099,person,A5029838099,Carlo Cavazzoni,Carlo Cavazzoni,https://orcid.org/0000-0002-9589-4785
person:A5042147507,person,A5042147507,Carlo Sbraccia,Carlo Sbraccia,
person:A5033943944,person,A5033943944,Carlos Fiolhais,Carlos Fiolhais,https://orcid.org/0000-0002-1527-0738
person:W2295598076-person-1,person,W2295598076-person-1,Carlos Guestrin,Carlos Guestrin,
person:A5027899893,person,A5027899893,Carole Goble,Carole Goble,https://orcid.org/0000-0003-1219-2137
person:A5088422081,person,A5088422081,Carole Peubey,Carole Peubey,
person:A5111881458,person,A5111881458,Caroline A Schneider,Caroline A Schneider,
person:A5040309991,person,A5040309991,Caroline E. Gleason,Caroline E. Gleason,https://orcid.org/0009-0003-9290-7792
person:A5111811912,person,A5111811912,Caroline Kampf,Caroline Kampf,
person:A5013949250,person,A5013949250,Carolyn Ellis,Carolyn Ellis,https://orcid.org/0000-0002-3160-8436
person:A5042231087,person,A5042231087,Carolyn F. Weber,Carolyn F. Weber,
person:A5111593857,person,A5111593857,Carrie Davis,Carrie Davis,
person:A5080618346,person,A5080618346,Carrie Sougnez,Carrie Sougnez,
person:A5015041475,person,A5015041475,Carsten Kutzner,Carsten Kutzner,https://orcid.org/0000-0002-8719-0307
person:A5020026036,person,A5020026036,Cary F. Chabalowski,Cary F. Chabalowski,
person:A5113321696,person,A5113321696,Catherine A. Ball,Catherine A. Ball,
person:A5086938254,person,A5086938254,Catherine Lozupone,Catherine Lozupone,https://orcid.org/0000-0003-4786-7202
person:A5113963958,person,A5113963958,Catherine M Antony,Catherine M Antony,
person:A5026563364,person,A5026563364,Catherine M. Tangen,Catherine M. Tangen,https://orcid.org/0000-0001-8825-8660
person:A5081513258,person,A5081513258,Catherine Rice‐Evans,Catherine Rice‐Evans,
person:A5005053706,person,A5005053706,Cathy D. Sherbourne,Cathy D. Sherbourne,
person:A5029528576,person,A5029528576,Cecilia Lindskog,Cecilia Lindskog,https://orcid.org/0000-0001-5611-1015
person:W3003257820-person-44,person,W3003257820-person-44,Chad Fulton,Chad Fulton,
person:A5049581540,person,A5049581540,Chad Nusbaum,Chad Nusbaum,https://orcid.org/0000-0002-2777-1708
person:W3005079553-person-2,person,W3005079553-person-2,Chang Hu,Chang Hu,
person:W2964015378-person-5,person,W2964015378-person-5,"Chang, Xiaoning","Chang, Xiaoning",
person:A5018142228,person,A5018142228,Chang-jiang Ye,Chang-jiang Ye,
person:A5102758719,person,A5102758719,Changgu Lee,Changgu Lee,https://orcid.org/0000-0002-8915-7746
